A,B,D,synteny,Expressed
TraesCS1A01G129600,TraesCS1B01G147200,TraesCS1D01G125900,non-syntenic,TRUE
TraesCS4A01G115100,TraesCS4B01G189100,TraesCS4D01G190400,syntenic,TRUE
TraesCS2A01G324800,TraesCS2B01G357500,TraesCS2D01G338100,syntenic,TRUE
TraesCS1A01G097600,TraesCS1B01G126200,TraesCS1D01G106400,syntenic,TRUE
TraesCS2A01G224500,TraesCS2B01G274700,TraesCS2D01G230700,syntenic,TRUE
TraesCS6A01G095400,TraesCS6B01G123400,TraesCS6D01G088000,syntenic,TRUE
TraesCS2A01G587800,TraesCS2B01G595400,TraesCS2D01G565400,syntenic,TRUE
TraesCS7A01G221700,TraesCS7B01G126000,TraesCS7D01G220800,syntenic,TRUE
TraesCS6A01G022300,TraesCS6B01G028800,TraesCS6D01G024600,syntenic,TRUE
TraesCS2A01G032600,TraesCS2B01G046600,TraesCS2D01G031900,syntenic,TRUE
TraesCS3A01G326500,TraesCS3B01G355800,TraesCS3D01G319900,syntenic,TRUE
TraesCS3A01G302500,TraesCS3B01G333900,TraesCS3D01G299300,syntenic,TRUE
TraesCS2A01G082400,TraesCS2B01G096500,TraesCS2D01G080300,syntenic,TRUE
TraesCS7A01G166800,TraesCS7B01G071400,TraesCS7D01G167400,syntenic,TRUE
TraesCS3A01G299200,TraesCS3B01G337300,TraesCS3D01G302500,syntenic,TRUE
TraesCS3A01G041700,TraesCS3B01G042000,TraesCS3D01G038600,syntenic,TRUE
TraesCS2A01G164100,TraesCS3B01G129700,TraesCS3D01G112900,non-syntenic,TRUE
TraesCS4A01G413300,TraesCS4B01G314000,TraesCS4D01G311200,syntenic,TRUE
TraesCS5A01G353400,TraesCS5B01G355800,TraesCS5D01G360500,syntenic,TRUE
TraesCS7A01G112000,TraesCS7B01G010100,TraesCS7D01G107600,syntenic,TRUE
TraesCS7A01G182100,TraesCS7B01G086900,TraesCS7D01G183500,syntenic,TRUE
TraesCS1A01G219700,TraesCS1B01G233000,TraesCS1D01G221200,syntenic,TRUE
TraesCS3A01G084600,TraesCS3B01G099500,TraesCS3D01G084500,syntenic,TRUE
TraesCS3A01G161500,TraesCS3B01G192800,TraesCS2D01G120700,non-syntenic,FALSE
TraesCS2A01G283800,TraesCS2B01G300800,TraesCS2D01G282800,syntenic,TRUE
TraesCS2A01G177000,TraesCS2B01G203900,TraesCS2D01G185000,syntenic,TRUE
TraesCS2A01G448200,TraesCS2B01G468800,TraesCS2D01G447300,syntenic,TRUE
TraesCS6A01G264500,TraesCS6B01G291600,TraesCS6D01G250400,syntenic,TRUE
TraesCS5A01G098600,TraesCS5B01G103800,TraesCS5D01G110800,syntenic,TRUE
TraesCS6A01G349800,TraesCS6B01G383000,TraesCS6D01G332300,syntenic,TRUE
TraesCS3A01G437000,TraesCS3B01G471300,TraesCS3D01G429300,non-syntenic,TRUE
TraesCS5A01G207000,TraesCS5B01G205400,TraesCS5D01G213200,syntenic,TRUE
TraesCS2A01G106600,TraesCS2B01G124200,TraesCS2D01G107200,syntenic,TRUE
TraesCS2A01G185300,TraesCS2B01G222000,TraesCS2D01G202400,syntenic,TRUE
TraesCS2A01G221800,TraesCS2B01G247200,TraesCS2D01G227700,syntenic,TRUE
TraesCS3A01G380900,TraesCS3B01G413600,TraesCS3D01G374100,syntenic,TRUE
TraesCS2A01G165200,TraesCS2B01G191500,TraesCS2D01G172500,syntenic,TRUE
TraesCS1A01G243800,TraesCS1B01G255200,TraesCS1D01G243800,syntenic,TRUE
TraesCS3A01G163700,TraesCS3B01G195500,TraesCS3D01G170500,non-syntenic,TRUE
TraesCS2A01G186700,TraesCS2B01G220500,TraesCS2D01G201200,syntenic,TRUE
TraesCS5A01G159200,TraesCS5B01G157000,TraesCS5D01G164300,syntenic,TRUE
TraesCS2A01G390200,TraesCS2B01G409000,TraesCS2D01G388400,syntenic,TRUE
TraesCS1A01G114700,TraesCS1B01G134600,TraesCS1D01G116000,syntenic,TRUE
TraesCS7A01G543000,TraesCS7B01G465100,TraesCS7D01G528700,syntenic,TRUE
TraesCS7A01G461200,TraesCS7B01G362700,TraesCS7D01G449400,syntenic,TRUE
TraesCS1A01G165600,TraesCS1B01G182300,TraesCS1D01G175100,syntenic,TRUE
TraesCS6A01G279700,TraesCS6B01G308500,TraesCS6D01G260100,syntenic,TRUE
TraesCS2A01G135600,TraesCS2B01G159500,TraesCS2D01G138100,syntenic,TRUE
TraesCS4A01G093300,TraesCS4B01G211200,TraesCS4D01G211800,syntenic,TRUE
TraesCS1A01G311400,TraesCS1B01G322900,TraesCS1D01G311400,syntenic,TRUE
TraesCS3A01G061300,TraesCS3B01G073900,TraesCS3D01G061100,syntenic,FALSE
TraesCS1A01G043500,TraesCS1B01G056600,TraesCS1D01G044100,syntenic,TRUE
TraesCS2A01G141900,TraesCS2B01G167100,TraesCS2D01G145400,syntenic,TRUE
TraesCS5A01G227200,TraesCS5B01G226000,TraesCS5D01G234700,syntenic,TRUE
TraesCS3A01G513700,TraesCS3B01G582400,TraesCS3D01G521600,syntenic,TRUE
TraesCS2A01G577000,TraesCS2B01G610200,TraesCS2D01G588200,syntenic,TRUE
TraesCS1A01G320300,TraesCS1B01G332500,TraesCS1D01G320100,syntenic,TRUE
TraesCS5A01G234600,TraesCS5B01G233100,TraesCS5D01G241500,syntenic,TRUE
TraesCS1A01G235500,TraesCS1B01G248200,TraesCS1D01G236700,syntenic,TRUE
TraesCS4A01G023500,TraesCS4B01G280000,TraesCS4D01G278500,syntenic,TRUE
TraesCS3A01G385200,TraesCS3B01G417400,TraesCS3D01G378200,syntenic,FALSE
TraesCS2A01G551300,TraesCS2B01G582500,TraesCS2D01G552300,syntenic,TRUE
TraesCS4A01G315400,TraesCS5B01G564000,TraesCS5D01G550600,syntenic,TRUE
TraesCS5A01G100300,TraesCS5B01G105400,TraesCS5D01G112800,syntenic,TRUE
TraesCS2A01G385400,TraesCS2B01G402300,TraesCS2D01G382100,syntenic,TRUE
TraesCS5A01G309100,TraesCS5B01G309800,TraesCS5D01G316100,syntenic,TRUE
TraesCS5A01G309200,TraesCS5B01G309900,TraesCS5D01G316200,syntenic,TRUE
TraesCS6A01G287600,TraesCS6B01G316900,TraesCS6D01G268300,syntenic,TRUE
TraesCS7A01G281800,TraesCS7B01G179600,TraesCS7D01G280300,syntenic,TRUE
TraesCS7A01G233600,TraesCS7B01G131900,TraesCS7D01G233800,syntenic,TRUE
TraesCS2A01G117300,TraesCS2B01G137300,TraesCS2D01G117900,syntenic,TRUE
TraesCS6A01G102400,TraesCS6B01G130800,TraesCS6D01G091000,syntenic,TRUE
TraesCS1A01G328000,TraesCS1B01G341700,TraesCS1D01G330500,syntenic,TRUE
TraesCS6A01G173400,TraesCS6B01G201100,TraesCS6D01G162500,syntenic,TRUE
TraesCS6A01G244400,TraesCS6B01G280000,TraesCS6D01G226700,syntenic,TRUE
TraesCS1A01G420300,TraesCS1B01G450700,TraesCS1D01G428100,syntenic,TRUE
TraesCS6A01G270600,TraesCS6B01G297700,TraesCS6D01G244500,syntenic,TRUE
TraesCS2A01G553600,TraesCS2B01G585400,TraesCS2D01G555200,syntenic,TRUE
TraesCS6A01G192600,TraesCS6B01G231700,TraesCS6D01G179700,non-syntenic,TRUE
TraesCS2A01G389200,TraesCS2B01G407400,TraesCS2D01G387100,syntenic,TRUE
TraesCS4A01G110800,TraesCS4B01G193300,TraesCS4D01G194300,syntenic,TRUE
TraesCS5A01G142200,TraesCS5B01G141000,TraesCS5D01G149900,syntenic,TRUE
TraesCS2A01G128400,TraesCS2B01G150500,TraesCS2D01G130900,syntenic,FALSE
TraesCS6A01G247200,TraesCS6B01G277400,TraesCS6D01G229400,syntenic,TRUE
TraesCS1A01G038400,TraesCS1B01G049300,TraesCS1D01G040100,syntenic,TRUE
TraesCS3A01G209000,TraesCS3B01G239300,TraesCS3D01G211900,syntenic,TRUE
TraesCS5A01G169700,TraesCS5B01G166500,TraesCS5D01G174100,syntenic,TRUE
TraesCS3A01G461000,TraesCS3B01G503500,TraesCS3D01G454300,non-syntenic,TRUE
TraesCS2A01G313200,TraesCS2B01G330300,TraesCS2D01G311700,syntenic,TRUE
TraesCS2A01G287500,TraesCS2B01G304300,TraesCS2D01G285900,syntenic,TRUE
TraesCS5A01G187600,TraesCS5B01G196200,TraesCS5D01G203400,syntenic,TRUE
TraesCS3A01G372500,TraesCS3B01G404900,TraesCS3D01G365400,syntenic,TRUE
TraesCS2A01G176000,TraesCS2B01G202300,TraesCS2D01G183400,syntenic,TRUE
TraesCS7A01G141600,TraesCS7B01G044400,TraesCS7D01G142900,syntenic,TRUE
TraesCS4A01G162500,TraesCS4B01G165900,TraesCS4D01G151700,non-syntenic,TRUE
TraesCS5A01G370300,TraesCS5B01G372600,TraesCS5D01G379800,syntenic,TRUE
TraesCS1A01G152500,TraesCS1B01G169900,TraesCS1D01G149400,syntenic,TRUE
TraesCS1A01G073400,TraesCS1B01G091800,TraesCS1D01G076300,syntenic,TRUE
TraesCS6A01G413700,TraesCS6B01G463000,TraesCS6D01G398300,syntenic,TRUE
TraesCS2A01G523200,TraesCS2B01G553000,TraesCS2D01G525200,syntenic,TRUE
TraesCS3A01G148900,TraesCS3B01G176100,TraesCS3D01G157000,syntenic,TRUE
TraesCS7A01G313200,TraesCS7B01G213600,TraesCS7D01G309600,syntenic,TRUE
TraesCS4A01G084100,TraesCS4B01G220100,TraesCS4D01G220400,syntenic,TRUE
TraesCS2A01G295200,TraesCS2B01G311700,TraesCS2D01G293000,syntenic,TRUE
TraesCS5A01G220500,TraesCS5B01G219600,TraesCS5D01G228500,syntenic,TRUE
TraesCS3A01G153300,TraesCS3B01G179900,TraesCS3D01G160600,syntenic,TRUE
TraesCS7A01G561400,TraesCS7B01G485300,TraesCS7D01G548400,syntenic,TRUE
TraesCS3A01G415200,TraesCS3B01G450300,TraesCS3D01G410300,syntenic,TRUE
TraesCS7A01G291700,TraesCS7B01G182100,TraesCS7D01G285000,non-syntenic,TRUE
TraesCS1A01G411000,TraesCS1B01G441200,TraesCS1D01G418800,syntenic,TRUE
TraesCS7A01G478700,TraesCS7B01G381400,TraesCS7D01G466100,syntenic,TRUE
TraesCS6A01G156200,TraesCS6B01G184400,TraesCS6D01G146200,syntenic,TRUE
TraesCS4A01G044100,TraesCS4B01G265200,TraesCS4D01G265200,non-syntenic,TRUE
TraesCS2A01G166800,TraesCS2B01G192900,TraesCS2D01G174400,syntenic,TRUE
TraesCS4A01G047400,TraesCS4B01G257300,TraesCS4D01G257200,syntenic,TRUE
TraesCS3A01G436600,TraesCS3B01G470900,TraesCS3D01G429100,syntenic,TRUE
TraesCS6A01G156400,TraesCS6B01G184600,TraesCS6D01G146700,syntenic,TRUE
TraesCS7A01G242600,TraesCS7B01G149000,TraesCS7D01G241300,syntenic,TRUE
TraesCS5A01G025700,TraesCS5B01G025000,TraesCS5D01G033500,syntenic,TRUE
TraesCS1A01G229400,TraesCS1B01G244700,TraesCS1D01G232600,syntenic,TRUE
TraesCS5A01G121100,TraesCS5B01G113400,TraesCS5D01G119200,non-syntenic,TRUE
TraesCS1A01G075100,TraesCS1B01G093700,TraesCS1D01G077700,syntenic,TRUE
TraesCS3A01G177700,TraesCS3B01G207300,TraesCS3D01G183100,syntenic,TRUE
TraesCS7A01G467000,TraesCS7B01G368800,TraesCS7D01G455400,syntenic,TRUE
TraesCS2A01G188500,TraesCS2B01G218800,TraesCS2D01G199200,syntenic,TRUE
TraesCS3A01G535700,TraesCS3B01G608200,TraesCS3D01G541200,syntenic,TRUE
TraesCS5A01G269500,TraesCS5B01G270000,TraesCS5D01G277600,syntenic,TRUE
TraesCS1A01G291000,TraesCS1B01G300400,TraesCS1D01G289600,syntenic,TRUE
TraesCS2A01G072500,TraesCS2B01G086800,TraesCS2D01G071500,syntenic,TRUE
TraesCS4A01G406000,TraesCS4B01G305500,TraesCS4D01G303700,syntenic,TRUE
TraesCS2A01G218400,TraesCS2B01G243800,TraesCS2D01G225000,syntenic,TRUE
TraesCS1A01G095100,TraesCS1B01G123100,TraesCS1D01G103800,syntenic,TRUE
TraesCS3A01G129600,TraesCS3B01G148700,TraesCS3D01G130500,syntenic,TRUE
TraesCS1A01G115400,TraesCS1B01G135300,TraesCS1D01G116800,syntenic,TRUE
TraesCS6A01G401500,TraesCS6B01G443700,TraesCS6D01G385400,syntenic,TRUE
TraesCS1A01G060600,TraesCS1B01G078900,TraesCS1D01G061500,syntenic,TRUE
TraesCS6A01G160800,TraesCS6B01G190500,TraesCS6D01G151900,syntenic,TRUE
TraesCS5A01G010900,TraesCS3B01G478300,TraesCS5D01G015700,non-syntenic,TRUE
TraesCS4A01G290800,TraesCS4B01G023200,TraesCS4D01G021000,syntenic,TRUE
TraesCS2A01G268600,TraesCS2B01G287400,TraesCS2D01G267600,syntenic,TRUE
TraesCS4A01G121600,TraesCS4B01G181700,TraesCS4D01G184300,syntenic,TRUE
TraesCS7A01G334000,TraesCS7B01G245600,TraesCS7D01G341600,syntenic,TRUE
TraesCS4A01G310700,TraesCS4B01G003500,TraesCS4D01G003500,syntenic,TRUE
TraesCS2A01G466800,TraesCS2B01G489600,TraesCS2D01G466800,syntenic,TRUE
TraesCS1A01G258000,TraesCS1B01G268400,TraesCS1D01G257300,syntenic,TRUE
TraesCS3A01G394800,TraesCS3B01G426800,TraesCS3D01G388600,syntenic,TRUE
TraesCS2A01G012200,TraesCS2B01G008900,TraesCS2D01G012900,non-syntenic,TRUE
TraesCS7A01G261900,TraesCS7B01G159400,TraesCS7D01G262500,syntenic,TRUE
TraesCS1A01G133800,TraesCS1B01G146900,TraesCS1D01G124700,syntenic,TRUE
TraesCS2A01G011600,TraesCS2B01G010000,TraesCS2D01G012000,syntenic,TRUE
TraesCS2A01G113200,TraesCS2B01G132000,TraesCS2D01G113700,syntenic,TRUE
TraesCS5A01G149000,TraesCS5B01G147600,TraesCS5D01G143800,syntenic,TRUE
TraesCS2A01G181900,TraesCS2B01G208400,TraesCS2D01G189600,syntenic,TRUE
TraesCS3A01G196900,TraesCS3B01G232500,TraesCS3D01G205400,non-syntenic,TRUE
TraesCS4A01G328700,TraesCS5B01G542700,TraesCS5D01G545100,syntenic,TRUE
TraesCS6A01G280800,TraesCS6B01G309600,TraesCS6D01G261100,syntenic,TRUE
TraesCS3A01G337500,TraesCS3B01G368700,TraesCS3D01G330600,syntenic,TRUE
TraesCS3A01G403100,TraesCS3B01G436600,TraesCS3D01G398000,syntenic,TRUE
TraesCS7A01G387400,TraesCS7B01G290100,TraesCS7D01G383900,syntenic,TRUE
TraesCS5A01G086400,TraesCS5B01G092300,TraesCS5D01G099900,syntenic,TRUE
TraesCS7A01G557100,TraesCS7B01G481800,TraesCS7D01G553500,syntenic,TRUE
TraesCS6A01G094800,TraesCS6B01G123000,TraesCS6D01G088400,syntenic,TRUE
TraesCS4A01G137100,TraesCS4B01G167200,TraesCS4D01G170200,syntenic,TRUE
TraesCS2A01G201200,TraesCS2B01G228500,TraesCS2D01G213600,syntenic,TRUE
TraesCS4A01G147000,TraesCS4B01G162000,TraesCS4D01G159900,syntenic,TRUE
TraesCS2A01G129900,TraesCS2B01G152100,TraesCS2D01G132100,syntenic,TRUE
TraesCS4A01G030200,TraesCS4B01G275700,TraesCS4D01G274200,syntenic,TRUE
TraesCS3A01G365700,TraesCS3B01G397500,TraesCS3D01G358800,syntenic,TRUE
TraesCS7A01G318800,TraesCS7B01G219700,TraesCS7D01G315400,syntenic,TRUE
TraesCS5A01G003400,TraesCS5B01G003600,TraesCS5D01G004600,syntenic,TRUE
TraesCS3A01G140300,TraesCS3B01G164200,TraesCS3D01G146700,syntenic,TRUE
TraesCS3A01G111300,TraesCS3B01G130100,TraesCS3D01G113400,syntenic,TRUE
TraesCS3A01G299000,TraesCS3B01G337500,TraesCS3D01G302700,syntenic,TRUE
TraesCS1A01G415200,TraesCS1B01G445200,TraesCS1D01G422700,syntenic,TRUE
TraesCS5A01G264300,TraesCS5B01G263600,TraesCS5D01G271800,syntenic,TRUE
TraesCS6A01G203400,TraesCS6B01G224000,TraesCS6D01G187100,syntenic,TRUE
TraesCS7A01G309100,TraesCS7B01G209100,TraesCS7D01G305800,syntenic,TRUE
TraesCS5A01G213400,TraesCS5B01G210400,TraesCS5D01G218600,syntenic,TRUE
TraesCS7A01G525900,TraesCS7B01G443500,TraesCS7D01G514700,syntenic,TRUE
TraesCS3A01G283000,TraesCS3B01G316700,TraesCS3D01G283000,syntenic,TRUE
TraesCS4A01G046600,TraesCS4B01G258300,TraesCS4D01G258100,syntenic,TRUE
TraesCS1A01G162300,TraesCS1B01G178900,TraesCS1D01G159100,syntenic,TRUE
TraesCS5A01G163900,TraesCS5B01G161200,TraesCS5D01G168900,syntenic,TRUE
TraesCS2A01G295900,TraesCS2B01G312300,TraesCS2D01G293800,syntenic,TRUE
TraesCS2A01G096300,TraesCS2B01G111800,TraesCS2D01G094600,syntenic,TRUE
TraesCS3A01G216700,TraesCS3B01G247000,TraesCS3D01G218700,syntenic,TRUE
TraesCS5A01G162600,TraesCS5B01G160000,TraesCS5D01G167600,syntenic,TRUE
TraesCS6A01G353600,TraesCS6B01G386200,TraesCS6D01G335900,syntenic,TRUE
TraesCS5A01G390300,TraesCS5B01G395200,TraesCS5D01G400100,syntenic,TRUE
TraesCS1A01G160500,TraesCS1B01G176100,TraesCS1D01G157600,syntenic,TRUE
TraesCS5A01G155300,TraesCS5B01G153600,TraesCS5D01G160400,syntenic,TRUE
TraesCS3A01G076400,TraesCS3B01G090300,TraesCS3D01G076500,syntenic,TRUE
TraesCS2A01G488800,TraesCS2B01G516600,TraesCS2D01G489100,syntenic,TRUE
TraesCS6A01G418600,TraesCS6B01G470800,TraesCS6D01G408000,syntenic,TRUE
TraesCS4A01G079500,TraesCS4B01G224500,TraesCS4D01G225100,syntenic,TRUE
TraesCS7A01G174900,TraesCS7B01G079700,TraesCS7D01G176200,syntenic,TRUE
TraesCS5A01G107200,TraesCS5B01G111100,TraesCS5D01G117700,non-syntenic,TRUE
TraesCS5A01G364900,TraesCS5B01G366500,TraesCS5D01G374200,syntenic,TRUE
TraesCS3A01G396300,TraesCS3B01G428300,TraesCS3D01G390300,syntenic,TRUE
TraesCS7A01G311200,TraesCS7B01G210800,TraesCS7D01G307600,syntenic,TRUE
TraesCS2A01G281500,TraesCS2B01G298800,TraesCS2D01G280300,syntenic,TRUE
TraesCS3A01G270600,TraesCS3B01G304400,TraesCS3D01G270400,syntenic,TRUE
TraesCS3A01G169800,TraesCS3B01G196600,TraesCS3D01G172000,syntenic,TRUE
TraesCS2A01G368400,TraesCS2B01G385600,TraesCS2D01G365200,syntenic,TRUE
TraesCS6A01G219100,TraesCS6B01G248600,TraesCS6D01G202200,syntenic,TRUE
TraesCS2A01G342600,TraesCS2B01G340300,TraesCS2D01G320900,syntenic,TRUE
TraesCS3A01G403700,TraesCS3B01G437200,TraesCS3D01G398900,syntenic,TRUE
TraesCS2A01G190500,TraesCS2B01G216500,TraesCS2D01G197400,syntenic,TRUE
TraesCS2A01G188200,TraesCS2B01G219000,TraesCS2D01G199400,syntenic,TRUE
TraesCS7A01G195200,TraesCS7B01G100800,TraesCS7D01G196700,syntenic,TRUE
TraesCS3A01G121600,TraesCS3B01G141000,TraesCS3D01G123700,syntenic,TRUE
TraesCS3A01G163100,TraesCS3B01G194200,TraesCS3D01G169800,syntenic,TRUE
TraesCS5A01G479100,TraesCS5B01G492000,TraesCS5D01G492600,syntenic,TRUE
TraesCS4A01G014000,TraesCS4B01G289800,TraesCS4D01G288800,syntenic,TRUE
TraesCS2A01G403300,TraesCS2B01G421200,TraesCS2D01G400400,syntenic,TRUE
TraesCS3A01G043600,TraesCS3B01G040000,TraesCS3D01G037200,syntenic,TRUE
TraesCS2A01G243300,TraesCS2B01G258400,TraesCS2D01G245600,non-syntenic,TRUE
TraesCS6A01G353900,TraesCS6B01G386600,TraesCS6D01G336200,syntenic,TRUE
TraesCS7A01G266800,TraesCS7B01G165600,TraesCS7D01G268000,syntenic,TRUE
TraesCS2A01G366700,TraesCS2B01G384300,TraesCS2D01G363700,syntenic,TRUE
TraesCS4A01G406900,TraesCS4B01G306200,TraesCS4D01G304400,syntenic,TRUE
TraesCS4A01G096000,TraesCS4B01G208600,TraesCS4D01G209300,syntenic,TRUE
TraesCS2A01G586900,TraesCS2B01G596500,TraesCS2D01G599600,syntenic,TRUE
TraesCS2A01G423900,TraesCS2B01G443500,TraesCS2D01G421700,syntenic,TRUE
TraesCS5A01G188800,TraesCS5B01G194900,TraesCS5D01G202200,syntenic,TRUE
TraesCS4A01G222200,TraesCS4B01G094200,TraesCS4D01G091000,syntenic,TRUE
TraesCS1A01G171100,TraesCS1B01G186200,TraesCS1D01G168800,syntenic,TRUE
TraesCS6A01G354400,TraesCS6B01G387400,TraesCS6D01G336700,syntenic,TRUE
TraesCS3A01G398400,TraesCS3B01G430400,TraesCS3D01G392400,syntenic,TRUE
TraesCS7A01G457500,TraesCS7B01G358600,TraesCS7D01G446100,syntenic,TRUE
TraesCS3A01G059900,TraesCS3B01G072500,TraesCS3D01G060100,syntenic,TRUE
TraesCS7A01G319300,TraesCS7B01G220100,TraesCS7D01G315800,syntenic,TRUE
TraesCS4A01G256600,TraesCS4B01G058100,TraesCS4D01G058100,syntenic,TRUE
TraesCS1A01G262500,TraesCS1B01G273100,TraesCS1D01G262500,syntenic,TRUE
TraesCS2A01G430500,TraesCS2B01G451100,TraesCS2D01G428100,syntenic,TRUE
TraesCS1A01G075900,TraesCS1B01G094400,TraesCS1D01G078300,syntenic,TRUE
TraesCS1A01G283000,TraesCS1B01G291900,TraesCS1D01G282200,syntenic,TRUE
TraesCS7A01G318200,TraesCS7B01G219200,TraesCS7D01G314900,syntenic,TRUE
TraesCS2A01G233300,TraesCS2B01G250000,TraesCS2D01G232300,syntenic,TRUE
TraesCS2A01G098500,TraesCS2B01G114700,TraesCS2D01G098000,syntenic,TRUE
TraesCS4A01G120900,TraesCS4B01G184000,TraesCS4D01G185100,syntenic,TRUE
TraesCS4A01G319800,TraesCS5B01G559300,TraesCS5D01G565400,syntenic,TRUE
TraesCS3A01G078700,TraesCS3B01G093800,TraesCS3D01G079200,syntenic,TRUE
TraesCS1A01G426700,TraesCS1B01G461600,TraesCS1D01G436500,syntenic,TRUE
TraesCS2A01G478300,TraesCS2B01G501500,TraesCS2D01G477500,syntenic,TRUE
TraesCS7A01G407000,TraesCS7B01G307000,TraesCS7D01G400600,syntenic,TRUE
TraesCS1A01G177500,TraesCS1B01G202700,TraesCS1D01G176000,syntenic,TRUE
TraesCS5A01G156300,TraesCS5B01G154500,TraesCS5D01G161600,syntenic,TRUE
TraesCS2A01G286800,TraesCS2B01G303800,TraesCS2D01G285400,syntenic,TRUE
TraesCS5A01G317100,TraesCS5B01G317700,TraesCS5D01G323400,syntenic,TRUE
TraesCS2A01G275100,TraesCS2B01G292500,TraesCS2D01G274100,syntenic,TRUE
TraesCS5A01G402600,TraesCS5B01G407400,TraesCS5D01G412600,syntenic,TRUE
TraesCS5A01G503200,TraesCS4B01G331800,TraesCS4D01G328600,syntenic,TRUE
TraesCS3A01G194300,TraesCS3B01G230600,TraesCS3D01G205500,non-syntenic,TRUE
TraesCS5A01G403100,TraesCS5B01G407900,TraesCS5D01G413100,syntenic,TRUE
TraesCS5A01G468600,TraesCS5B01G481100,TraesCS5D01G481500,syntenic,TRUE
TraesCS4A01G139700,TraesCS4B01G154900,TraesCS4D01G167900,syntenic,TRUE
TraesCS6A01G208200,TraesCS6B01G236600,TraesCS6D01G191600,syntenic,TRUE
TraesCS4A01G246500,TraesCS4B01G068300,TraesCS4D01G067400,syntenic,TRUE
TraesCS3A01G344100,TraesCS3B01G376000,TraesCS3D01G337700,syntenic,TRUE
TraesCS6A01G260800,TraesCS6B01G288100,TraesCS6D01G241600,syntenic,TRUE
TraesCS2A01G213200,TraesCS2B01G238000,TraesCS2D01G219100,syntenic,TRUE
TraesCS5A01G390900,TraesCS5B01G395700,TraesCS5D01G400700,syntenic,TRUE
TraesCS5A01G089000,TraesCS5B01G095000,TraesCS5D01G101100,syntenic,TRUE
TraesCS2A01G293700,TraesCS2B01G310000,TraesCS2D01G291300,syntenic,TRUE
TraesCS2A01G196000,TraesCS2B01G223700,TraesCS2D01G204100,syntenic,TRUE
TraesCS3A01G380800,TraesCS3B01G413500,TraesCS3D01G374000,syntenic,TRUE
TraesCS3A01G320800,TraesCS3B01G345000,TraesCS3D01G310500,syntenic,TRUE
TraesCS3A01G285800,TraesCS3B01G320100,TraesCS3D01G285600,syntenic,TRUE
TraesCS1A01G387700,TraesCS1B01G415200,TraesCS1D01G395700,syntenic,TRUE
TraesCS1A01G055400,TraesCS1B01G072200,TraesCS1D01G056100,syntenic,TRUE
TraesCS2A01G396800,TraesCS2B01G415100,TraesCS2D01G394500,syntenic,TRUE
TraesCS4A01G288600,TraesCS4B01G026200,TraesCS4D01G023600,syntenic,TRUE
TraesCS5A01G429300,TraesCS5B01G431300,TraesCS5D01G437500,syntenic,TRUE
TraesCS2A01G321200,TraesCS2B01G361300,TraesCS2D01G342300,syntenic,TRUE
TraesCS3A01G258500,TraesCS3B01G291300,TraesCS3D01G258400,syntenic,TRUE
TraesCS2A01G309600,TraesCS2B01G326700,TraesCS2D01G307900,syntenic,TRUE
TraesCS5A01G162900,TraesCS5B01G160300,TraesCS5D01G167900,syntenic,TRUE
TraesCS7A01G305100,TraesCS7B01G205500,TraesCS7D01G301900,syntenic,TRUE
TraesCS2A01G212100,TraesCS2B01G237200,TraesCS2D01G218000,syntenic,TRUE
TraesCS6A01G286600,TraesCS6B01G315600,TraesCS6D01G267300,syntenic,TRUE
TraesCS3A01G085400,TraesCS3B01G100600,TraesCS3D01G085400,syntenic,TRUE
TraesCS4A01G085700,TraesCS4B01G218500,TraesCS4D01G218800,syntenic,TRUE
TraesCS7A01G130600,TraesCS7B01G030900,TraesCS7D01G130000,syntenic,TRUE
TraesCS2A01G149600,TraesCS2B01G174700,TraesCS2D01G154700,syntenic,TRUE
TraesCS2A01G206800,TraesCS2B01G234000,TraesCS2D01G209100,syntenic,TRUE
TraesCS4A01G004900,TraesCS4B01G300100,TraesCS4D01G299000,syntenic,TRUE
TraesCS1A01G275300,TraesCS1B01G284500,TraesCS1D01G274900,syntenic,TRUE
TraesCS3A01G151900,TraesCS3B01G179100,TraesCS3D01G159800,syntenic,TRUE
TraesCS4A01G006200,TraesCS4B01G298900,TraesCS4D01G297800,syntenic,TRUE
TraesCS1A01G130700,TraesCS1B01G156600,TraesCS1D01G139000,syntenic,TRUE
TraesCS3A01G417700,TraesCS3B01G452900,TraesCS3D01G413300,syntenic,TRUE
TraesCS6A01G333100,TraesCS6B01G363500,TraesCS6D01G312100,non-syntenic,TRUE
TraesCS3A01G220000,TraesCS3B01G250400,TraesCS3D01G232600,syntenic,TRUE
TraesCS4A01G245700,TraesCS4B01G069800,TraesCS4D01G068500,syntenic,TRUE
TraesCS7A01G481500,TraesCS7B01G383900,TraesCS7D01G468600,syntenic,TRUE
TraesCS6A01G403800,TraesCS6B01G447700,TraesCS6D01G387300,syntenic,TRUE
TraesCS7A01G284300,TraesCS7B01G181600,TraesCS7D01G282200,non-syntenic,TRUE
TraesCS5A01G078900,TraesCS5B01G087200,TraesCS5D01G093400,syntenic,TRUE
TraesCS5A01G114600,TraesCS5B01G120600,TraesCS5D01G124800,syntenic,TRUE
TraesCS7A01G408600,TraesCS7B01G308300,TraesCS7D01G401900,syntenic,TRUE
TraesCS3A01G061100,TraesCS3B01G073600,TraesCS3D01G060900,syntenic,TRUE
TraesCS4A01G266400,TraesCS4B01G047900,TraesCS4D01G047800,syntenic,TRUE
